doc_ids,doc_names,ID,business name,problem type,doc_name_1,doc_id_1,doc_content_1,score_1,doc_name_2,doc_id_2,doc_content_2,score_2,match_flag
85d0ea6b-08ac-4fbf-ace2-1172cb55477b,General solution for Dart Insurance - Obtain Car Insurance Quotes,15,Dart Insurance,Obtain Car Insurance Quotes,General solution for Dart Insurance - Obtain Car Insurance Quotes,79a44216-62be-4c65-85c2-e75377aeb422,General solution for Dart Insurance - Obtain Car Insurance Quotes,0.9503431199999999,Contact Information and Authentication for Dart Insurance - Obtain Car Insurance Quotes,66857902-b19b-4ab5-b825-861f9a9f0546,Contact Information and Authentication for Dart Insurance - Obtain Car Insurance Quotes,0.705323444511295,1
4632c6c2-1fb7-4448-b57a-e02004907693,Contact Information and Authentication for Dart Insurance - Obtain Car Insurance Quotes,16,Dart Insurance,Obtain Car Insurance Quotes,Contact Information and Authentication for Dart Insurance - Obtain Car Insurance Quotes,66857902-b19b-4ab5-b825-861f9a9f0546,Contact Information and Authentication for Dart Insurance - Obtain Car Insurance Quotes,0.972238392,General solution for Dart Insurance - Obtain Car Insurance Quotes,79a44216-62be-4c65-85c2-e75377aeb422,General solution for Dart Insurance - Obtain Car Insurance Quotes,0.705323444511295,1
e9ba390e-ddd2-4ef1-b02a-a65041973cfe,General solution for AT&T Internet - Bill Reduction Negotiation,17,AT&T Internet,Bill Reduction Negotiation,General solution for AT&T - Bill Reduction Negotiation,b9052f93-039d-45e0-acfe-d161de2a2d52,General solution for AT&T - Bill Reduction Negotiation,0.9101399247680408,General solution for AT&T Internet - Bill Reduction Negotiation,6995a7c2-01d5-4413-b286-3a3a33ae759c,General solution for AT&T Internet - Bill Reduction Negotiation,0.8312428379999999,2
bf11d9be-490e-4c48-a461-3b986ba3829f,General solution for Canadian Appliance Source - refund for duplicate delivery charge,18,Canadian Appliance Source,refund for duplicate delivery charge,General solution for Canadian Appliance Source - refund for duplicate delivery charge,57e1f545-00d2-4de6-b8e8-bbdb00f703d9,General solution for Canadian Appliance Source - refund for duplicate delivery charge,0.97526823,Contact Information and Authentication for Canadian Appliance Source - refund for duplicate delivery charge,31fd9ccf-b7f5-4e42-8931-c608f581abca,Contact Information and Authentication for Canadian Appliance Source - refund for duplicate delivery charge,0.7403962326500202,1
7bb4caab-3da5-4483-80b4-e63948b3e5ea,Contact Information and Authentication for Canadian Appliance Source - refund for duplicate delivery charge,19,Canadian Appliance Source,refund for duplicate delivery charge,Contact Information and Authentication for Canadian Appliance Source - refund for duplicate delivery charge,31fd9ccf-b7f5-4e42-8931-c608f581abca,Contact Information and Authentication for Canadian Appliance Source - refund for duplicate delivery charge,0.9860135309999999,General solution for Canadian Appliance Source - refund for duplicate delivery charge,57e1f545-00d2-4de6-b8e8-bbdb00f703d9,General solution for Canadian Appliance Source - refund for duplicate delivery charge,0.7401823673574759,1
886a5b83-8d0e-44ca-a4ce-976df2b3b1e1,General solution for Canadian Appliance Source - Negotiation for higher property damage compensation,20,Canadian Appliance Source,Negotiation for higher property damage compensation,General solution for Canadian Appliance Source - Negotiation for higher property damage compensation,354dea5f-d683-4717-89c2-3effdaf548ca,General solution for Canadian Appliance Source - Negotiation for higher property damage compensation,0.9878667109999999,Contact Information and Authentication for Canadian Appliance Source - Negotiation for higher property damage compensation,dd55da24-7ebe-4095-a10a-dff24e6aaaf6,Contact Information and Authentication for Canadian Appliance Source - Negotiation for higher property damage compensation,0.7464129858605258,1
091eac67-80fa-4f3a-a29d-da5085282ce7,Contact Information and Authentication for Canadian Appliance Source - Negotiation for higher property damage compensation,21,Canadian Appliance Source,Negotiation for higher property damage compensation,Contact Information and Authentication for Canadian Appliance Source - Negotiation for higher property damage compensation,dd55da24-7ebe-4095-a10a-dff24e6aaaf6,Contact Information and Authentication for Canadian Appliance Source - Negotiation for higher property damage compensation,0.9931911699999999,General solution for Canadian Appliance Source - Negotiation for higher property damage compensation,354dea5f-d683-4717-89c2-3effdaf548ca,General solution for Canadian Appliance Source - Negotiation for higher property damage compensation,0.7464129858605258,1
9cbe2453-4101-42f4-ac4c-da7eb0d68049,General solution for Chase Bank - Credit report dispute - Incorrect late payment,22,Chase Bank - Credit report dispute,Incorrect late payment,General solution for Chase Bank - Credit report dispute - Incorrect late payment,3e886f9d-d611-4d67-a147-ac9ad2ded087,General solution for Chase Bank - Credit report dispute - Incorrect late payment,0.9898380299999999,Contact Information and Authentication for Chase Bank - Credit report dispute - Incorrect late payment,d2c17d39-89c3-498c-8c5a-7e3f6b31a875,Contact Information and Authentication for Chase Bank - Credit report dispute - Incorrect late payment,0.7430659883610599,1
3deae025-d019-4fb5-b326-4e8a6595b2e0,Contact Information and Authentication for Chase Bank - Credit report dispute - Incorrect late payment,23,Chase Bank - Credit report dispute,Incorrect late payment,Contact Information and Authentication for Chase Bank - Credit report dispute - Incorrect late payment,d2c17d39-89c3-498c-8c5a-7e3f6b31a875,Contact Information and Authentication for Chase Bank - Credit report dispute - Incorrect late payment,0.9944815149999999,General solution for Chase Bank - Credit report dispute - Incorrect late payment,3e886f9d-d611-4d67-a147-ac9ad2ded087,General solution for Chase Bank - Credit report dispute - Incorrect late payment,0.7430659883610599,1
93ca7a74-8cc4-4421-951e-dc208b8affe7,Contact Information and Authentication for Kepler's Books - In-Store Book Availability Inquiry,24,Kepler's Books,In-Store Book Availability Inquiry,Contact Information and Authentication for Kepler's Books - In-Store Book Availability Inquiry,f81aebee-8dd7-476c-8e27-28039564b6ba,Contact Information and Authentication for Kepler's Books - In-Store Book Availability Inquiry,0.98025951,Contact Information and Authentication for Books Inc. - checking book availability,4d5a2910-92f2-480a-adc7-40895674794a,Contact Information and Authentication for Books Inc. - checking book availability,0.6595512307669137,1
c44bb3db-7af9-4552-9f2a-bc09326d55a0,Contact Information and Authentication for Bell's Books - Book Availability Inquiry,25,Bell's Books,Book Availability Inquiry,Contact Information and Authentication for Bell's Books - Book Availability Inquiry,9e29d13e-e4c7-4530-925c-b2dcd7e1db69,Contact Information and Authentication for Bell's Books - Book Availability Inquiry,0.9379419899999999,Contact Information and Authentication for Books Inc. - checking book availability,4d5a2910-92f2-480a-adc7-40895674794a,Contact Information and Authentication for Books Inc. - checking book availability,0.6779387488219153,1
44ec0551-9c41-425c-b10e-40cbc7c862fd,"General solution for Books Inc., Bell's Books, and Kepler's Books - In-store Book Availability Inquiry",26,"Books Inc., Bell's Books, and Kepler's Books",In-store Book Availability Inquiry,"General solution for Books Inc., Bell's Books, and Kepler's Books - In-store Book Availability Inquiry",9ac822b6-4b9f-4670-a113-79199442f2af,"General solution for Books Inc., Bell's Books, and Kepler's Books - In-store Book Availability Inquiry",0.9952857309999998,"General solution for Books Inc., Bell's Books, and Kepler's Books - In-store Book Availability Inquiry",9ac822b6-4b9f-4670-a113-79199442f2af,"Keywords
bookstore inquiry, stock check, book availability, local bookstores, order status",0.4638489842414856,1
bbb31be7-75dc-48b6-aa1d-122dc632ac50,Contact Information and Authentication for Books Inc. - checking book availability,27,Books Inc.,checking book availability,Contact Information and Authentication for Books Inc. - checking book availability,4d5a2910-92f2-480a-adc7-40895674794a,Contact Information and Authentication for Books Inc. - checking book availability,0.9452322799999999,Contact Information and Authentication for Bell's Books - Book Availability Inquiry,9e29d13e-e4c7-4530-925c-b2dcd7e1db69,Contact Information and Authentication for Bell's Books - Book Availability Inquiry,0.6779387488219153,1
4e5a0986-6022-47a5-aff2-23b1171acf1a,Contact Information and Authentication for Giant Pharmacy - Prescription Fulfillment,28,Giant Pharmacy,Prescription Fulfillment,Contact Information and Authentication for Giant Pharmacy - Prescription Fulfillment,c0fd16f0-b259-4d1f-b127-6a046b66f522,Contact Information and Authentication for Giant Pharmacy - Prescription Fulfillment,0.9081486809999999,Contact Information and Authentication for Giant Pharmacy - Prescription Status Check,a234e2b7-f427-411c-be5d-671e0fb3460e,Contact Information and Authentication for Giant Pharmacy - Prescription Status Check,0.8464332995248266,1
2307dae2-5507-4fa5-bb7e-1d9f16efc6ab,General solution for Express Employment Professionals - appointment booking,29,Express Employment Professionals,appointment booking,General solution for Express Employment Professionals - appointment booking,20052934-6630-4ae2-a6ca-4e99ff72001d,General solution for Express Employment Professionals - appointment booking,0.91393759,Contact Information and Authentication for Express Employment Professionals - Appointment Booking,93f87d1e-7323-4b42-b062-280ebf6cf51e,Contact Information and Authentication for Express Employment Professionals - Appointment Booking,0.5937823467452636,1
ee3eefe2-8734-4099-abfc-85654e87f945,Contact Information and Authentication for Express Employment Professionals - Appointment Booking,30,Express Employment Professionals,Appointment Booking,Contact Information and Authentication for Express Employment Professionals - Appointment Booking,93f87d1e-7323-4b42-b062-280ebf6cf51e,Contact Information and Authentication for Express Employment Professionals - Appointment Booking,0.9505643899999999,General solution for Express Employment Professionals - appointment booking,20052934-6630-4ae2-a6ca-4e99ff72001d,General solution for Express Employment Professionals - appointment booking,0.5928795082220749,1
1f42c30c-9a14-4ff9-9c0f-5f5e0e1a7c76,General solution for Giant Pharmacy - prescription fill request (out-of-pocket),31,Giant Pharmacy,prescription fill request (out-of-pocket),General solution for Giant Pharmacy - prescription fill request (out-of-pocket),fb8be8fe-83ac-4450-a521-6dd8f9da21d9,General solution for Giant Pharmacy - prescription fill request (out-of-pocket),0.97550308,General solution for Giant Pharmacy - Prescription Fulfillment,af9c692c-0af2-4fcc-b27a-3118ea39adcb,General solution for Giant Pharmacy - Prescription Fulfillment,0.7094239764819239,1
10e88b41-0d66-48eb-85c5-6ed57693b8e2,Contact Information and Authentication for Giant Pharmacy - Prescription Fill Request (Out-of-Pocket),32,Giant Pharmacy,Prescription Fill Request (Out-of-Pocket),Contact Information and Authentication for Giant Pharmacy - Prescription Fill Request (Out-of-Pocket),a529217b-6bfc-4362-bcc2-9a6333d3d725,Contact Information and Authentication for Giant Pharmacy - Prescription Fill Request (Out-of-Pocket),0.9864100250000001,Contact Information and Authentication for Giant Pharmacy - Prescription Fulfillment,c0fd16f0-b259-4d1f-b127-6a046b66f522,Contact Information and Authentication for Giant Pharmacy - Prescription Fulfillment,0.8161539113117202,1
40a6dee1-dcf3-4749-898c-26424b1b81d7,Contact Information and Authentication for ShinyPet - Pricing and Competitive Analysis,33,ShinyPet,Pricing and Competitive Analysis,Contact Information and Authentication for ShinyPet - Pricing and Competitive Analysis,6c72b8ff-7dcb-405b-ba5b-1da172fb6622,Contact Information and Authentication for ShinyPet - Pricing and Competitive Analysis,0.9019731900000001,Contact Information and Authentication for ShinyPet - Pricing and Competitive Analysis,6c72b8ff-7dcb-405b-ba5b-1da172fb6622,"There is no available contact information for ShinyPet's customer service regarding pricing and competitive analysis inquiries. Additionally, there are no specified identification or authentication methods required or optional for this business context. Furthermore, there are no selectable required authentication methods groups provided for ShinyPet in relation to pricing and competitive analysis.",0.6245915620356343,1
380c661d-b4c3-4902-9266-46efc09d85f7,General solution for Giant Pharmacy - Prescription Fulfillment,34,Giant Pharmacy,Prescription Fulfillment,General solution for Giant Pharmacy - Prescription Fulfillment,af9c692c-0af2-4fcc-b27a-3118ea39adcb,General solution for Giant Pharmacy - Prescription Fulfillment,0.8464522699999999,General solution for Giant Pharmacy - prescription fill request (out-of-pocket),fb8be8fe-83ac-4450-a521-6dd8f9da21d9,General solution for Giant Pharmacy - prescription fill request (out-of-pocket),0.7094239764819239,1
ec34bd2d-5c85-4627-8aa6-fd37d58c0d94,Contact Information and Authentication for Giant Pharmacy - Prescription Status Check,35,Giant Pharmacy,Prescription Status Check,Contact Information and Authentication for Giant Pharmacy - Prescription Status Check,a234e2b7-f427-411c-be5d-671e0fb3460e,Contact Information and Authentication for Giant Pharmacy - Prescription Status Check,0.95056439,Contact Information and Authentication for Giant Pharmacy - Prescription Fulfillment,c0fd16f0-b259-4d1f-b127-6a046b66f522,Contact Information and Authentication for Giant Pharmacy - Prescription Fulfillment,0.846445319135883,1
e4835540-c0c1-4cf8-9d6d-88dae8cfcd6e,General solution for Petco - LED leash price and feature comparison,36,Petco,LED leash price and feature comparison,General solution for Petco - LED leash price and feature comparison,6f39d7fb-e04f-4451-893f-96998182c18e,General solution for Petco - LED leash price and feature comparison,0.95185309,General solution for Petco - LED leash price and feature comparison,6f39d7fb-e04f-4451-893f-96998182c18e,"Keywords
LED leash, price comparison, feature analysis, competitive analysis, Petco",0.7227214997198835,1
3e40cf6e-d325-4484-8c2a-3351844fc260,Contact Information and Authentication for Petco - LED leash price and feature comparison,37,Petco,LED leash price and feature comparison,Contact Information and Authentication for Petco - LED leash price and feature comparison,93dc1a0b-e597-4087-a887-be64c19fb354,Contact Information and Authentication for Petco - LED leash price and feature comparison,0.972456435,General solution for Petco - LED leash price and feature comparison,6f39d7fb-e04f-4451-893f-96998182c18e,General solution for Petco - LED leash price and feature comparison,0.6707932634169702,1
fd2c2fb0-7bfa-40b0-a5f8-fc431047a0eb,General solution for Altafiber - Bill Negotiation,38,Altafiber,Bill Negotiation,General solution for Altafiber - Bill Negotiation,7f1e5d96-1579-453b-aba8-a06bb02f7043,General solution for Altafiber - Bill Negotiation,0.74795506,General solution for Bell Canada - Bill Negotiation,79de1cc3-864d-47b3-8b9e-25238f5cd51f,General solution for Bell Canada - Bill Negotiation,0.7292317757695139,1
619ea271-fc03-4202-8956-7c7580366f73,Contact Information and Authentication for Altafiber - Bill Negotiation,39,Altafiber,Bill Negotiation,Contact Information and Authentication for Altafiber - Bill Negotiation,4bf09828-3364-4d87-8a01-83d9f56496b0,Contact Information and Authentication for Altafiber - Bill Negotiation,0.84043577,Contact Information and Authentication for Bell Canada - Bill Negotiation,ceca11c5-32b2-487d-aaf1-b3d29b365fe6,Contact Information and Authentication for Bell Canada - Bill Negotiation,0.7160005486508441,1
94485f1c-44b5-467d-b3a5-d969aba39f5c,General solution for West Coast Self-Storage Santa Clara - Rate Negotiation,40,West Coast Self-Storage Santa Clara,Rate Negotiation,General solution for West Coast Self-Storage Santa Clara - Rate Negotiation,19129d04-133f-402a-83ba-1255351bfad5,General solution for West Coast Self-Storage Santa Clara - Rate Negotiation,0.995489382,Contact Information and Authentication for West Coast Self-Storage Santa Clara - rate negotiation,3b38c715-d015-48e9-ac04-04117d75d1ef,Contact Information and Authentication for West Coast Self-Storage Santa Clara - rate negotiation,0.6596823200768754,1
4a846754-e244-41f7-8b25-6e16b5a03f9f,Contact Information and Authentication for West Coast Self-Storage Santa Clara - rate negotiation,41,West Coast Self-Storage Santa Clara,rate negotiation,Contact Information and Authentication for West Coast Self-Storage Santa Clara - rate negotiation,3b38c715-d015-48e9-ac04-04117d75d1ef,Contact Information and Authentication for West Coast Self-Storage Santa Clara - rate negotiation,0.99756939,Contact Information and Authentication for West Coast Self-Storage Santa Clara - rate negotiation,3b38c715-d015-48e9-ac04-04117d75d1ef,"Customer Service Contact Information:
- Phone Number: +1 4082357777
- Email: manager@westcoastselfstoragesantaclara.com",0.5690427776948456,1
dbd92d4f-9f72-4ddd-978d-4cd8a3a8e490,General solution for Click Free Source - Subscription Cancellation with Login Issues,42,Click Free Source,Subscription Cancellation with Login Issues,General solution for Click Free Source - Subscription Cancellation with Login Issues,178ab850-0e87-4874-93bd-f7e3bf821bd0,General solution for Click Free Source - Subscription Cancellation with Login Issues,0.975975335,Contact Information and Authentication for Click Free Source - Subscription Cancellation with Login Issues,8c69a4cc-e36f-495e-840b-c34ed6682890,Contact Information and Authentication for Click Free Source - Subscription Cancellation with Login Issues,0.7312468064137263,1
36d4ab8c-8e82-4954-9598-4dcc2d5f97b0,General solution for QuickBooks - subscription price negotiation,43,QuickBooks,subscription price negotiation,General solution for QuickBooks - subscription price negotiation,494d3699-90e0-431c-9ea0-11dbc2b9cf83,General solution for QuickBooks - subscription price negotiation,0.8464522699999999,General solution for QuickBooks - subscription price negotiation,494d3699-90e0-431c-9ea0-11dbc2b9cf83,"Keywords
QuickBooks, subscription negotiation, customer service, discount, renewal cost",0.6117293237708898,1
a2d2cd01-25bd-4aa3-b1ec-b55282efe994,Contact Information and Authentication for QuickBooks - Subscription Price Negotiation,44,QuickBooks,Subscription Price Negotiation,Contact Information and Authentication for QuickBooks - Subscription Price Negotiation,9560e384-375f-4657-b82e-479a75d13956,Contact Information and Authentication for QuickBooks - Subscription Price Negotiation,0.90814873,General solution for QuickBooks - subscription price negotiation,494d3699-90e0-431c-9ea0-11dbc2b9cf83,General solution for QuickBooks - subscription price negotiation,0.5424066267425591,1
219ae627-6f54-4452-a11b-e582c4b60884,General solution for Cinemark Century Oakridge 20 XD and ScreenX - movie ticket pricing inquiry,45,Cinemark Century Oakridge 20 XD and ScreenX,movie ticket pricing inquiry,General solution for Cinemark Century Oakridge 20 XD and ScreenX - movie ticket pricing inquiry,d6a6745c-9b4b-46a4-9104-40991e87544b,General solution for Cinemark Century Oakridge 20 XD and ScreenX - movie ticket pricing inquiry,0.9974259249999999,Contact Information and Authentication for Cinemark Century Oakridge 20 XD and ScreenX - movie ticket pricing inquiry,f7064a68-e11e-4701-ae9b-327f061947cb,Contact Information and Authentication for Cinemark Century Oakridge 20 XD and ScreenX - movie ticket pricing inquiry,0.7727195245226932,1
eb530183-e873-4eb4-b66d-6929ce2b8f99,Contact Information and Authentication for Cinemark Century Oakridge 20 XD and ScreenX - movie ticket pricing inquiry,46,Cinemark Century Oakridge 20 XD and ScreenX,movie ticket pricing inquiry,Contact Information and Authentication for Cinemark Century Oakridge 20 XD and ScreenX - movie ticket pricing inquiry,f7064a68-e11e-4701-ae9b-327f061947cb,Contact Information and Authentication for Cinemark Century Oakridge 20 XD and ScreenX - movie ticket pricing inquiry,0.99858768,Contact Information and Authentication for Cinemark Century Oakridge 20 XD and ScreenX - movie ticket pricing inquiry,f7064a68-e11e-4701-ae9b-327f061947cb,"Contact Information:
For inquiries regarding movie ticket pricing, please contact Cinemark Century Oakridge 20 XD and ScreenX customer service at +1 408-225-7340.",0.7645988083942362,1
2b6cf2de-5dee-4e98-bdf2-9d08cf1e8420,Contact Information and Authentication for Xfinity - bill negotiation,47,Xfinity,bill negotiation,Contact Information and Authentication for Xfinity - bill negotiation,d9eb7ff0-2913-4f75-b6b1-0ec6e6bc028b,Contact Information and Authentication for Xfinity - bill negotiation,0.8404357699999999,Contact Information and Authentication for Spectrum - Bill Negotiation,8ece5f0a-56a7-499d-aa57-44b5a44c4909,Contact Information and Authentication for Spectrum - Bill Negotiation,0.6769253253848114,1
0998d1f4-f1f1-4eed-b98f-12377d9e0503,Contact Information and Authentication for Freedom Pool Services - Inquiry for Pool Cleaning Service,48,Freedom Pool Services,Inquiry for Pool Cleaning Service,Contact Information and Authentication for Freedom Pool Services - Inquiry for Pool Cleaning Service,3b22a51c-8c28-4c4a-abdf-75082ae1e709,Contact Information and Authentication for Freedom Pool Services - Inquiry for Pool Cleaning Service,0.982984421,Contact Information and Authentication for Supreme Swimming Pools Service & Repair - Pool Cleaning Service Inquiry,72f0aaed-2558-45b5-bd34-5295a4273237,Contact Information and Authentication for Supreme Swimming Pools Service & Repair - Pool Cleaning Service Inquiry,0.7709877353523248,1
0e1ccefc-2295-4b42-8918-74bc1091f67c,General solution for Mandai Executive Public Golf Course - Golf Tee Time Booking,49,Mandai Executive Public Golf Course,Golf Tee Time Booking,General solution for Mandai Executive Public Golf Course - Golf Tee Time Booking,b3906641-1f9f-49a1-9a30-7e909ba808f7,General solution for Mandai Executive Public Golf Course - Golf Tee Time Booking,0.9949965399999999,General solution for Hidden Castle Golf Club @ River Valley - Booking a Golf Tee Time,5d3b5cb7-185e-435a-aec2-0dc0badd205c,General solution for Hidden Castle Golf Club @ River Valley - Booking a Golf Tee Time,0.658270087388331,1
