doc_ids,doc_names,ID,business_name,problem_type,subcategories,business_names,query,problem_types,doc_name_1,doc_id_1,doc_content_1,score_1,doc_name_2,doc_id_2,doc_content_2,score_2,match_flag
9e56faf7-f690-4dee-a5ca-dcb087834ebf,Contact Information and Authentication for Nordstrom - Gift Sender Identification,105,Nordstrom,Gift sender identification,Account Information Update,,Contact Information and Authentication for Nordstrom - Tracking down the gifts sender,Tracking down the gifts sender,Contact Information and Authentication for Nordstrom - Gift Sender Identification,daadd658-8785-41a9-b616-9465f97e8a90,Contact Information and Authentication for Nordstrom - Gift Sender Identification,0.835396186,General solution for Nordstrom - gift sender identification,3aa30137-1de0-4e34-b940-ca983b324902,"Keywords
Nordstrom, gift identification, sender tracking, customer service, order verification",0.612146097,1
9e56faf7-f690-4dee-a5ca-dcb087834ebf,Contact Information and Authentication for Nordstrom - Gift Sender Identification,105,Nordstrom,Gift sender identification,Account Information Update,,Contact Information and Authentication for Nordstrom - Uncovering the identity of the gift giver,Uncovering the identity of the gift giver,Contact Information and Authentication for Nordstrom - Gift Sender Identification,daadd658-8785-41a9-b616-9465f97e8a90,Contact Information and Authentication for Nordstrom - Gift Sender Identification,0.837496767,General solution for Nordstrom - gift sender identification,3aa30137-1de0-4e34-b940-ca983b324902,General solution for Nordstrom - gift sender identification,0.576688921,1
cc77b33d-89bf-4f49-98eb-1fbf5d01a1a6,General solution for AT&T - Bill Lowering Negotiation,83,At&t,Bill lowering negotiation,Bill Negotiation,AT&T,General solution for AT&T - Bill lowering negotiation,,General solution for AT&T - Bill Lowering Negotiation,3f7bd4c1-eac4-4605-981b-65332927a114,General solution for AT&T - Bill Lowering Negotiation,0.887612101,General solution for AT&T - bill negotiation,b7bea82e-1ef7-4891-a802-3e7e57ab63cb,General solution for AT&T - bill negotiation,0.881289067,1
cc77b33d-89bf-4f49-98eb-1fbf5d01a1a6,General solution for AT&T - Bill Lowering Negotiation,83,At&t,Bill lowering negotiation,Bill Negotiation,AT and T,General solution for AT and T - Bill lowering negotiation,,General solution for AT&T - Bill Lowering Negotiation,3f7bd4c1-eac4-4605-981b-65332927a114,General solution for AT&T - Bill Lowering Negotiation,0.796259689,General solution for AT&T - bill negotiation,b7bea82e-1ef7-4891-a802-3e7e57ab63cb,General solution for AT&T - bill negotiation,0.772064663,1
cc77b33d-89bf-4f49-98eb-1fbf5d01a1a6,General solution for AT&T - Bill Lowering Negotiation,83,At&t,Bill lowering negotiation,Bill Negotiation,ATnT,General solution for ATnT - Bill lowering negotiation,,General solution for AT&T - Bill Lowering Negotiation,3f7bd4c1-eac4-4605-981b-65332927a114,General solution for AT&T - Bill Lowering Negotiation,0.771677525,General solution for AT&T - bill negotiation,b7bea82e-1ef7-4891-a802-3e7e57ab63cb,General solution for AT&T - bill negotiation,0.744490769,1
cc77b33d-89bf-4f49-98eb-1fbf5d01a1a6,General solution for AT&T - Bill Lowering Negotiation,83,At&t,Bill lowering negotiation,Bill Negotiation,A T & T,General solution for A T & T - Bill lowering negotiation,,General solution for AT&T - Bill Negotiation,5a173ff8-7406-4ab9-8247-41908205aa0e,General solution for AT&T - Bill Negotiation,0.830343295,General solution for AT&T - Bill Lowering Negotiation,3f7bd4c1-eac4-4605-981b-65332927a114,General solution for AT&T - Bill Lowering Negotiation,0.828098437,2
cc77b33d-89bf-4f49-98eb-1fbf5d01a1a6,General solution for AT&T - Bill Lowering Negotiation,83,At&t,Bill lowering negotiation,Bill Negotiation,ATT,General solution for ATT - Bill lowering negotiation,,General solution for AT&T - Bill Lowering Negotiation,3f7bd4c1-eac4-4605-981b-65332927a114,General solution for AT&T - Bill Lowering Negotiation,0.755991903,General solution for Rogers - wireless bill lowering negotiation,ab7519d7-b76a-411b-8bde-a57fc3ff3e8f,General solution for Rogers - wireless bill lowering negotiation,0.743841183,1
cc77b33d-89bf-4f49-98eb-1fbf5d01a1a6,General solution for AT&T - Bill Lowering Negotiation,83,At&t,Bill lowering negotiation,Bill Negotiation,,General solution for At&t - Negotiating to lower the bill amount,Negotiating to lower the bill amount,General solution for AT&T - bill negotiation,b7bea82e-1ef7-4891-a802-3e7e57ab63cb,General solution for AT&T - bill negotiation,0.773974658,General solution for AT&T - Lower AT&T wireless bill,2649c079-e132-4e2d-8014-fa4a48aa2ad5,General solution for AT&T - Lower AT&T wireless bill,0.727015716,0
cc77b33d-89bf-4f49-98eb-1fbf5d01a1a6,General solution for AT&T - Bill Lowering Negotiation,83,At&t,Bill lowering negotiation,Bill Negotiation,,General solution for At&t - Reduction in bill amount through negotiation,Reduction in bill amount through negotiation,General solution for AT&T - bill negotiation,b7bea82e-1ef7-4891-a802-3e7e57ab63cb,General solution for AT&T - bill negotiation,0.86112808,General solution for AT&T - Bill Reduction Negotiation,c1d91724-d60f-4829-a212-9bc60fc66e8f,General solution for AT&T - Bill Reduction Negotiation,0.761885109,0
cc77b33d-89bf-4f49-98eb-1fbf5d01a1a6,General solution for AT&T - Bill Lowering Negotiation,83,At&t,Bill lowering negotiation,Bill Negotiation,,General solution for At&t - Negotiation for decreasing the bill,Negotiation for decreasing the bill,General solution for AT&T - bill negotiation,b7bea82e-1ef7-4891-a802-3e7e57ab63cb,General solution for AT&T - bill negotiation,0.821709046,General solution for AT&T - Bill Negotiation,5a173ff8-7406-4ab9-8247-41908205aa0e,General solution for AT&T - Bill Negotiation,0.784835903,0
cc77b33d-89bf-4f49-98eb-1fbf5d01a1a6,General solution for AT&T - Bill Lowering Negotiation,83,At&t,Bill lowering negotiation,Bill Negotiation,,General solution for At&t - Discussing ways to reduce the bill,Discussing ways to reduce the bill,General solution for AT&T - Lower AT&T wireless bill,2649c079-e132-4e2d-8014-fa4a48aa2ad5,General solution for AT&T - phone bill reduction,0.780663461,General solution for AT&T - Lower AT&T wireless bill,2649c079-e132-4e2d-8014-fa4a48aa2ad5,General solution for AT&T - Lower AT&T wireless bill,0.774752992,0
cc77b33d-89bf-4f49-98eb-1fbf5d01a1a6,General solution for AT&T - Bill Lowering Negotiation,83,At&t,Bill lowering negotiation,Bill Negotiation,,General solution for At&t - Bargaining for a lower bill,Bargaining for a lower bill,General solution for AT&T - bill negotiation,b7bea82e-1ef7-4891-a802-3e7e57ab63cb,General solution for AT&T - bill negotiation,0.822216604,General solution for AT&T - Lower AT&T wireless bill,2649c079-e132-4e2d-8014-fa4a48aa2ad5,General solution for AT&T - Lower AT&T wireless bill,0.776070768,0
0fecbd78-846d-4dd5-af74-4c7e1c863988,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,299,Bank of america,Monthly fee waiver request,Bill Negotiation,Bank of America,Contact Information and Authentication for Bank of America - Monthly fee waiver request,,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,66afd4df-49ad-439b-a8c6-85d64efb5b85,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,0.936361393,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,cd7fafd1-cea0-452d-b8ec-f9b9ccd1952d,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,0.936361393,1
0fecbd78-846d-4dd5-af74-4c7e1c863988,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,299,Bank of america,Monthly fee waiver request,Bill Negotiation,BofA,Contact Information and Authentication for BofA - Monthly fee waiver request,,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,66afd4df-49ad-439b-a8c6-85d64efb5b85,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,0.881501484,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,cd7fafd1-cea0-452d-b8ec-f9b9ccd1952d,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,0.881501484,1
0fecbd78-846d-4dd5-af74-4c7e1c863988,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,299,Bank of america,Monthly fee waiver request,Bill Negotiation,BOA,Contact Information and Authentication for BOA - Monthly fee waiver request,,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,66afd4df-49ad-439b-a8c6-85d64efb5b85,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,0.858604445,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,cd7fafd1-cea0-452d-b8ec-f9b9ccd1952d,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,0.858604445,1
0fecbd78-846d-4dd5-af74-4c7e1c863988,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,299,Bank of america,Monthly fee waiver request,Bill Negotiation,Bank O America,Contact Information and Authentication for Bank O America - Monthly fee waiver request,,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,66afd4df-49ad-439b-a8c6-85d64efb5b85,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,0.911463919,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,cd7fafd1-cea0-452d-b8ec-f9b9ccd1952d,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,0.911463919,1
0fecbd78-846d-4dd5-af74-4c7e1c863988,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,299,Bank of america,Monthly fee waiver request,Bill Negotiation,Americas Bank,Contact Information and Authentication for Americas Bank - Monthly fee waiver request,,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,66afd4df-49ad-439b-a8c6-85d64efb5b85,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,0.847710744,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,cd7fafd1-cea0-452d-b8ec-f9b9ccd1952d,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,0.847710744,1
0fecbd78-846d-4dd5-af74-4c7e1c863988,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,299,Bank of america,Monthly fee waiver request,Bill Negotiation,,Contact Information and Authentication for Bank of america - Request to waive monthly charges,Request to waive monthly charges,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,66afd4df-49ad-439b-a8c6-85d64efb5b85,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,0.861215867,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,cd7fafd1-cea0-452d-b8ec-f9b9ccd1952d,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,0.861215867,1
0fecbd78-846d-4dd5-af74-4c7e1c863988,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,299,Bank of america,Monthly fee waiver request,Bill Negotiation,,Contact Information and Authentication for Bank of america - Application for monthly fee exemption,Application for monthly fee exemption,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,66afd4df-49ad-439b-a8c6-85d64efb5b85,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,0.823806512,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,cd7fafd1-cea0-452d-b8ec-f9b9ccd1952d,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,0.823806512,1
0fecbd78-846d-4dd5-af74-4c7e1c863988,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,299,Bank of america,Monthly fee waiver request,Bill Negotiation,,Contact Information and Authentication for Bank of america - Petition for cancellation of monthly costs,Petition for cancellation of monthly costs,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,66afd4df-49ad-439b-a8c6-85d64efb5b85,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,0.74133203,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,cd7fafd1-cea0-452d-b8ec-f9b9ccd1952d,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,0.74133203,1
0fecbd78-846d-4dd5-af74-4c7e1c863988,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,299,Bank of america,Monthly fee waiver request,Bill Negotiation,,Contact Information and Authentication for Bank of america - Proposal for monthly fee waiver,Proposal for monthly fee waiver,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,66afd4df-49ad-439b-a8c6-85d64efb5b85,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,0.839766204,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,cd7fafd1-cea0-452d-b8ec-f9b9ccd1952d,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,0.839766204,1
0fecbd78-846d-4dd5-af74-4c7e1c863988,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,299,Bank of america,Monthly fee waiver request,Bill Negotiation,,Contact Information and Authentication for Bank of america - Inquiry about waiving off monthly payments,Inquiry about waiving off monthly payments,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,66afd4df-49ad-439b-a8c6-85d64efb5b85,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,0.81257453,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,cd7fafd1-cea0-452d-b8ec-f9b9ccd1952d,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,0.81257453,1
9e66f7e8-e79f-4ece-b988-c30dbdcb6225,Contact Information and Authentication for SiriusXM - Bill Negotiation,275,Siriusxm,Bill negotiation,Bill Negotiation,Sirius XM,Contact Information and Authentication for Sirius XM - Bill negotiation,,Contact Information and Authentication for SiriusXM - Bill Negotiation,ee955415-def0-486f-a313-7650da535549,Contact Information and Authentication for SiriusXM - Bill Negotiation,0.873694951,Contact Information and Authentication for Xfinity - bill negotiation,ffe3135e-5fb5-4a8a-94eb-e36ffb7b0663,Contact Information and Authentication for Xfinity - bill negotiation,0.720888767,1
9e66f7e8-e79f-4ece-b988-c30dbdcb6225,Contact Information and Authentication for SiriusXM - Bill Negotiation,275,Siriusxm,Bill negotiation,Bill Negotiation,Sirius,Contact Information and Authentication for Sirius - Bill negotiation,,Contact Information and Authentication for SiriusXM - Bill Negotiation,ee955415-def0-486f-a313-7650da535549,Contact Information and Authentication for SiriusXM - Bill Negotiation,0.812793569,Contact Information and Authentication for Spectrum - Bill Negotiation,78dfff90-fd06-481b-9534-4304837ec2df,Contact Information and Authentication for Spectrum - Bill Negotiation,0.704683259,1
9e66f7e8-e79f-4ece-b988-c30dbdcb6225,Contact Information and Authentication for SiriusXM - Bill Negotiation,275,Siriusxm,Bill negotiation,Bill Negotiation,Sirius-XM,Contact Information and Authentication for Sirius-XM - Bill negotiation,,Contact Information and Authentication for SiriusXM - Bill Negotiation,ee955415-def0-486f-a313-7650da535549,Contact Information and Authentication for SiriusXM - Bill Negotiation,0.868631289,Contact Information and Authentication for Xfinity - bill negotiation,ffe3135e-5fb5-4a8a-94eb-e36ffb7b0663,Contact Information and Authentication for Xfinity - bill negotiation,0.72347079,1
9e66f7e8-e79f-4ece-b988-c30dbdcb6225,Contact Information and Authentication for SiriusXM - Bill Negotiation,275,Siriusxm,Bill negotiation,Bill Negotiation,SXM,Contact Information and Authentication for SXM - Bill negotiation,,Contact Information and Authentication for SiriusXM - Bill Negotiation,ee955415-def0-486f-a313-7650da535549,Contact Information and Authentication for SiriusXM - Bill Negotiation,0.726923158,Contact Information and Authentication for Xfinity - bill negotiation,ffe3135e-5fb5-4a8a-94eb-e36ffb7b0663,Contact Information and Authentication for Xfinity - bill negotiation,0.714184736,1
9e66f7e8-e79f-4ece-b988-c30dbdcb6225,Contact Information and Authentication for SiriusXM - Bill Negotiation,275,Siriusxm,Bill negotiation,Bill Negotiation,Sirius Radio,Contact Information and Authentication for Sirius Radio - Bill negotiation,,Contact Information and Authentication for SiriusXM - Bill Negotiation,ee955415-def0-486f-a313-7650da535549,Contact Information and Authentication for SiriusXM - Bill Negotiation,0.857260859,Contact Information and Authentication for Xfinity - bill negotiation,ffe3135e-5fb5-4a8a-94eb-e36ffb7b0663,Contact Information and Authentication for Xfinity - bill negotiation,0.693213975,1
9e66f7e8-e79f-4ece-b988-c30dbdcb6225,Contact Information and Authentication for SiriusXM - Bill Negotiation,275,Siriusxm,Bill negotiation,Bill Negotiation,,Contact Information and Authentication for Siriusxm - Managing Bill Negotiations,Managing Bill Negotiations,Contact Information and Authentication for SiriusXM - Bill Negotiation,ee955415-def0-486f-a313-7650da535549,Contact Information and Authentication for SiriusXM - Bill Negotiation,0.935544445,Contact Information and Authentication for SiriusXM - Subscription Cancellation,90b3d7de-c06a-4696-a86d-5b5e4e52318c,Contact Information and Authentication for SiriusXM - Subscription Cancellation,0.740364743,1
9e66f7e8-e79f-4ece-b988-c30dbdcb6225,Contact Information and Authentication for SiriusXM - Bill Negotiation,275,Siriusxm,Bill negotiation,Bill Negotiation,,Contact Information and Authentication for Siriusxm - Addressing Bill Negotiation Issues,Addressing Bill Negotiation Issues,Contact Information and Authentication for SiriusXM - Bill Negotiation,ee955415-def0-486f-a313-7650da535549,Contact Information and Authentication for SiriusXM - Bill Negotiation,0.945400741,Contact Information and Authentication for SiriusXM - Subscription Cancellation,90b3d7de-c06a-4696-a86d-5b5e4e52318c,Contact Information and Authentication for SiriusXM - Subscription Cancellation,0.712709434,1
